work_order_id,turnaround_id,unit,discipline,job_type,work_category,on_critical_path,contractor,planned_start,planned_finish,actual_start,actual_finish,planned_hours,actual_hours,crew_size,planned_cost,actual_cost,material_cost_planned,material_cost_actual,material_ready_on_time,rework_flag,safety_standdown_hours,primary_delay_reason
WO-00103,TAR-2021-CDU,Crude Distillation Unit,Valves,Replacement,Planned,N,Sterling TAR Contractors,2021-04-17,2021-04-27,2021-04-17,2021-04-29,114.4,136.3,6,14316.0,16809.0,1296.0,1296.0,Y,N,0.0,Labor Productivity
WO-00104,TAR-2021-CDU,Crude Distillation Unit,Piping,Replacement,Discovery,N,Delta Mechanical Ltd,2021-04-05,2021-04-08,2021-04-05,2021-04-10,47.0,82.3,13,6503.0,9813.0,2096.0,2096.0,Y,N,0.0,Scope Growth / Discovery
WO-00105,TAR-2021-CDU,Crude Distillation Unit,Catalyst Handling,Inspection,Planned,N,Sterling TAR Contractors,2021-05-03,2021-05-06,2021-05-04,2021-05-08,30.5,40.5,8,3357.0,4372.0,260.0,260.0,Y,N,0.0,Inspection Hold
WO-00106,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Overhaul,Planned,N,Northgate Industrial,2021-04-10,2021-04-17,2021-04-10,2021-04-17,89.2,90.9,8,14019.0,14251.0,1853.0,1853.0,Y,N,0.0,On Plan
WO-00107,TAR-2021-CDU,Crude Distillation Unit,Instrumentation,Repair,Planned,N,Apex Turnaround Services,2021-04-21,2021-05-05,2021-04-21,2021-05-08,155.4,188.2,10,23993.0,28066.0,4699.0,4699.0,Y,N,0.0,Labor Productivity
WO-00108,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Replacement,Discovery,N,Northgate Industrial,2021-04-05,2021-04-10,2021-04-06,2021-04-12,53.4,61.3,2,7745.0,8882.0,604.0,685.0,N,N,0.0,Scope Growth / Discovery
WO-00109,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Repair,Planned,N,Delta Mechanical Ltd,2021-04-27,2021-04-29,2021-04-27,2021-04-30,42.9,56.0,12,6985.0,8543.0,1884.0,1884.0,Y,N,0.0,Labor Productivity
WO-00110,TAR-2021-CDU,Crude Distillation Unit,Piping,Overhaul,Discovery,N,Northgate Industrial,2021-05-04,2021-05-07,2021-05-04,2021-05-08,23.0,33.9,9,2553.0,3549.0,449.0,449.0,Y,N,0.0,Scope Growth / Discovery
WO-00111,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Overhaul,Planned,N,Delta Mechanical Ltd,2021-04-19,2021-04-27,2021-04-20,2021-04-30,87.8,111.9,10,13089.0,16049.0,2305.0,2305.0,Y,N,0.0,Permit / Isolation Wait
WO-00112,TAR-2021-CDU,Crude Distillation Unit,Electrical,Inspection,Emergent,N,Sterling TAR Contractors,2021-04-06,2021-04-12,2021-04-06,2021-04-21,97.0,247.0,3,14642.0,33043.0,3017.0,3441.0,N,N,0.0,Scope Growth / Discovery
WO-00113,TAR-2021-CDU,Crude Distillation Unit,Insulation,Replacement,Discovery,N,Apex Turnaround Services,2021-04-14,2021-04-24,2021-04-14,2021-05-01,130.9,228.7,10,16395.0,24615.0,6863.0,7962.0,N,N,0.0,Scope Growth / Discovery
WO-00114,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Cleaning,Discovery,N,Delta Mechanical Ltd,2021-05-01,2021-05-11,2021-05-02,2021-05-17,116.2,178.3,2,17671.0,25107.0,3756.0,3756.0,Y,N,0.0,Scope Growth / Discovery
WO-00115,TAR-2021-CDU,Crude Distillation Unit,Piping,Repair,Planned,N,In-House Maintenance,2021-04-15,2021-04-21,2021-04-15,2021-04-21,82.3,83.9,13,12046.0,12209.0,3694.0,3694.0,Y,N,0.0,On Plan
WO-00116,TAR-2021-CDU,Crude Distillation Unit,Catalyst Handling,Replacement,Planned,Y,Northgate Industrial,2021-04-30,2021-05-07,2021-05-01,2021-05-08,133.6624354984763,135.7,9,16566.0,16784.0,2218.0,2218.0,Y,N,0.0,On Plan
WO-00117,TAR-2021-CDU,Crude Distillation Unit,Piping,Inspection,Planned,N,Northgate Industrial,2021-04-07,2021-04-12,2021-04-08,2021-04-13,39.2,40.1,12,3994.0,4078.0,311.0,311.0,Y,N,0.0,On Plan
WO-00118,TAR-2021-CDU,Crude Distillation Unit,Instrumentation,Repair,Emergent,N,In-House Maintenance,2021-04-16,2021-04-17,2021-04-17,2021-04-19,15.4,34.9,13,2201.0,4775.0,224.0,295.0,N,N,0.0,Scope Growth / Discovery
WO-00119,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Repair,Planned,N,Northgate Industrial,2021-04-11,2021-04-12,2021-04-12,2021-04-13,9.5,8.1,8,1716.0,1518.0,378.0,378.0,Y,N,0.0,On Plan
WO-00120,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Cleaning,Planned,Y,Delta Mechanical Ltd,2021-04-12,2021-04-19,2021-04-13,2021-04-24,97.0399508693109,150.9,13,17218.0,25162.0,2907.0,2907.0,Y,Y,0.0,Rework / Quality
WO-00121,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Overhaul,Discovery,Y,Apex Turnaround Services,2021-04-18,2021-04-28,2021-04-19,2021-05-08,182.1336719290406,349.5,3,29707.0,51690.0,6466.0,7092.0,N,N,0.0,Scope Growth / Discovery
WO-00122,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Cleaning,Planned,Y,Apex Turnaround Services,2021-04-16,2021-05-28,2021-04-17,2021-06-09,639.4764507845142,811.3,4,82511.0,102606.0,7720.0,7720.0,Y,N,0.0,Permit / Isolation Wait
WO-00123,TAR-2021-CDU,Crude Distillation Unit,Electrical,Repair,Discovery,N,Northgate Industrial,2021-04-08,2021-04-17,2021-04-09,2021-04-28,90.5,191.1,11,15520.0,28012.0,4674.0,5110.0,N,N,0.0,Scope Growth / Discovery
WO-00124,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Replacement,Emergent,N,In-House Maintenance,2021-04-16,2021-04-24,2021-04-17,2021-05-02,83.9,159.1,2,15438.0,26038.0,3612.0,3612.0,Y,N,0.0,Scope Growth / Discovery
WO-00125,TAR-2021-CDU,Crude Distillation Unit,Valves,Inspection,Planned,N,Apex Turnaround Services,2021-04-23,2021-04-28,2021-04-24,2021-04-29,71.6,72.8,12,8974.0,9101.0,1388.0,1388.0,Y,N,0.0,On Plan
WO-00126,TAR-2021-CDU,Crude Distillation Unit,Instrumentation,Cleaning,Planned,N,In-House Maintenance,2021-04-10,2021-04-24,2021-04-11,2021-04-28,177.1,219.6,13,24327.0,29612.0,2304.0,2304.0,Y,N,0.0,Permit / Isolation Wait
WO-00127,TAR-2021-CDU,Crude Distillation Unit,Valves,Cleaning,Planned,Y,Apex Turnaround Services,2021-04-25,2021-05-12,2021-04-25,2021-05-12,143.56598061887283,139.4,9,22063.0,21615.0,6626.0,6626.0,Y,N,0.0,On Plan
WO-00128,TAR-2021-CDU,Crude Distillation Unit,Civil,Inspection,Discovery,N,Northgate Industrial,2021-04-11,2021-04-22,2021-04-11,2021-04-25,119.0,150.3,3,13238.0,15690.0,3913.0,3913.0,Y,N,0.0,Scope Growth / Discovery
WO-00129,TAR-2021-CDU,Crude Distillation Unit,Valves,Inspection,Planned,N,Apex Turnaround Services,2021-04-14,2021-04-21,2021-04-14,2021-04-23,102.5,135.2,5,14367.0,18149.0,2510.0,2510.0,Y,N,15.4,Safety Stand-down
WO-00130,TAR-2021-CDU,Crude Distillation Unit,Piping,Replacement,Planned,N,Delta Mechanical Ltd,2021-04-12,2021-04-18,2021-04-12,2021-04-20,81.3,111.7,12,8621.0,11625.0,588.0,588.0,Y,N,0.0,Permit / Isolation Wait
WO-00131,TAR-2021-CDU,Crude Distillation Unit,Inspection/NDT,Repair,Planned,N,In-House Maintenance,2021-04-21,2021-04-30,2021-04-22,2021-05-01,153.5,154.6,12,29090.0,29258.0,5584.0,5584.0,Y,N,0.0,On Plan
WO-00132,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Inspection,Emergent,Y,Apex Turnaround Services,2021-04-19,2021-04-30,2021-04-19,2021-05-05,144.7879109938899,209.2,13,27383.0,36296.0,7348.0,7348.0,Y,N,0.0,Scope Growth / Discovery
WO-00133,TAR-2021-CDU,Crude Distillation Unit,Civil,Repair,Planned,N,Sterling TAR Contractors,2021-04-09,2021-04-17,2021-04-09,2021-04-18,78.9,85.2,6,8153.0,8682.0,1522.0,1522.0,Y,N,0.0,Inspection Hold
WO-00134,TAR-2021-CDU,Crude Distillation Unit,Scaffolding,Overhaul,Emergent,N,Sterling TAR Contractors,2021-04-07,2021-04-27,2021-04-07,2021-05-14,264.5,483.1,7,27445.0,43235.0,8339.0,8339.0,Y,N,0.0,Scope Growth / Discovery
WO-00135,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Cleaning,Discovery,N,Northgate Industrial,2021-04-11,2021-04-18,2021-04-11,2021-04-26,103.3,221.6,8,15888.0,31838.0,2912.0,4002.0,N,N,0.0,Scope Growth / Discovery
WO-00136,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Repair,Discovery,N,In-House Maintenance,2021-04-16,2021-04-27,2021-04-16,2021-05-01,185.9,247.2,6,28061.0,37350.0,5416.0,7237.0,N,N,0.0,Scope Growth / Discovery
WO-00137,TAR-2021-CDU,Crude Distillation Unit,Electrical,Repair,Discovery,N,In-House Maintenance,2021-05-03,2021-05-16,2021-05-04,2021-05-22,210.0,287.8,10,29326.0,39900.0,1591.0,1890.0,N,N,0.0,Scope Growth / Discovery
WO-00138,TAR-2021-CDU,Crude Distillation Unit,Piping,Repair,Discovery,N,Delta Mechanical Ltd,2021-04-30,2021-05-05,2021-05-01,2021-05-08,73.0,108.2,8,7963.0,11570.0,481.0,481.0,Y,N,0.0,Scope Growth / Discovery
WO-00139,TAR-2021-CDU,Crude Distillation Unit,Electrical,Cleaning,Planned,N,Delta Mechanical Ltd,2021-04-20,2021-04-24,2021-04-20,2021-04-25,60.6,76.3,8,8552.0,10534.0,903.0,903.0,Y,N,0.0,Labor Productivity
WO-00140,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Repair,Discovery,N,Apex Turnaround Services,2021-04-20,2021-04-23,2021-04-21,2021-04-26,50.2,78.0,8,9845.0,13946.0,2440.0,2440.0,Y,N,0.0,Scope Growth / Discovery
WO-00141,TAR-2021-CDU,Crude Distillation Unit,Inspection/NDT,Repair,Emergent,Y,Delta Mechanical Ltd,2021-04-06,2021-04-29,2021-04-07,2021-05-24,257.51136129675285,528.8,3,47983.0,90073.0,8031.0,8031.0,Y,N,0.0,Scope Growth / Discovery
WO-00142,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Inspection,Planned,N,Apex Turnaround Services,2021-04-20,2021-04-28,2021-04-21,2021-04-29,92.4,94.8,8,16892.0,17248.0,3179.0,3179.0,Y,N,0.0,On Plan
WO-00143,TAR-2021-CDU,Crude Distillation Unit,Electrical,Inspection,Emergent,N,Northgate Industrial,2021-05-01,2021-05-12,2021-05-02,2021-05-23,128.2,249.7,9,19562.0,34046.0,4279.0,4279.0,Y,N,0.0,Scope Growth / Discovery
WO-00144,TAR-2021-CDU,Crude Distillation Unit,Piping,Inspection,Emergent,N,Northgate Industrial,2021-04-19,2021-04-23,2021-04-19,2021-04-29,50.1,121.5,9,6825.0,14394.0,1880.0,2402.0,N,N,0.0,Scope Growth / Discovery
WO-00145,TAR-2021-CDU,Crude Distillation Unit,Electrical,Repair,Planned,N,In-House Maintenance,2021-04-18,2021-04-22,2021-04-19,2021-04-23,51.3,57.5,4,9394.0,10206.0,2670.0,2670.0,Y,N,0.0,Permit / Isolation Wait
WO-00146,TAR-2021-CDU,Crude Distillation Unit,Piping,Repair,Planned,N,Northgate Industrial,2021-04-23,2021-04-28,2021-04-23,2021-04-28,51.9,51.6,5,5457.0,5429.0,613.0,613.0,Y,N,0.0,On Plan
WO-00147,TAR-2021-CDU,Crude Distillation Unit,Piping,Inspection,Planned,Y,In-House Maintenance,2021-04-16,2021-05-04,2021-04-17,2021-05-10,187.04754874489296,242.3,12,28457.0,34683.0,10166.0,10989.0,N,N,0.0,Material Delay
WO-00148,TAR-2021-CDU,Crude Distillation Unit,Piping,Inspection,Planned,N,Northgate Industrial,2021-04-26,2021-05-15,2021-04-27,2021-05-17,188.2,195.6,4,23887.0,24617.0,5337.0,5337.0,Y,N,0.0,On Plan
WO-00149,TAR-2021-CDU,Crude Distillation Unit,Scaffolding,Inspection,Planned,N,Northgate Industrial,2021-04-26,2021-05-02,2021-04-27,2021-05-03,89.0,87.4,11,9077.0,8967.0,2990.0,2990.0,Y,N,0.0,On Plan
WO-00150,TAR-2021-CDU,Crude Distillation Unit,Piping,Inspection,Planned,N,Delta Mechanical Ltd,2021-04-28,2021-04-30,2021-04-28,2021-04-30,16.9,17.2,12,2302.0,2330.0,745.0,745.0,Y,N,0.0,On Plan
WO-00151,TAR-2021-CDU,Crude Distillation Unit,Valves,Repair,Planned,N,Delta Mechanical Ltd,2021-04-19,2021-04-22,2021-04-19,2021-04-22,52.1,58.8,3,6653.0,7408.0,781.0,781.0,Y,N,0.0,Labor Productivity
WO-00152,TAR-2021-CDU,Crude Distillation Unit,Insulation,Cleaning,Planned,N,In-House Maintenance,2021-04-11,2021-04-28,2021-04-12,2021-04-30,305.4,320.6,13,25443.0,26498.0,4232.0,4232.0,Y,N,0.0,On Plan
WO-00153,TAR-2021-CDU,Crude Distillation Unit,Piping,Repair,Planned,N,Sterling TAR Contractors,2021-04-27,2021-05-04,2021-04-28,2021-05-05,65.5,68.1,11,7137.0,7390.0,748.0,748.0,Y,N,0.0,On Plan
WO-00154,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Repair,Discovery,N,Delta Mechanical Ltd,2021-04-30,2021-05-09,2021-05-01,2021-05-12,135.4,167.1,9,18317.0,22001.0,2583.0,2583.0,Y,N,0.0,Scope Growth / Discovery
WO-00155,TAR-2021-CDU,Crude Distillation Unit,Electrical,Repair,Planned,N,Apex Turnaround Services,2021-05-02,2021-05-18,2021-05-02,2021-05-18,218.5,221.1,9,40362.0,40703.0,11754.0,11754.0,Y,N,0.0,On Plan
WO-00156,TAR-2021-CDU,Crude Distillation Unit,Insulation,Replacement,Planned,N,Delta Mechanical Ltd,2021-04-07,2021-04-15,2021-04-07,2021-04-15,97.7,99.7,9,9450.0,9595.0,2376.0,2376.0,Y,N,0.0,On Plan
WO-00157,TAR-2021-CDU,Crude Distillation Unit,Instrumentation,Overhaul,Planned,Y,In-House Maintenance,2021-04-11,2021-04-29,2021-04-12,2021-04-30,211.7355860085098,176.4,4,38109.0,33278.0,9165.0,9165.0,Y,N,0.0,On Plan
WO-00158,TAR-2021-CDU,Crude Distillation Unit,Piping,Overhaul,Planned,N,Apex Turnaround Services,2021-04-26,2021-04-27,2021-04-27,2021-04-28,19.5,18.2,2,2841.0,2720.0,1034.0,1034.0,Y,N,0.0,On Plan
WO-00159,TAR-2021-CDU,Crude Distillation Unit,Piping,Overhaul,Planned,N,Northgate Industrial,2021-04-25,2021-05-02,2021-04-26,2021-05-03,89.8,91.2,7,10285.0,10414.0,2001.0,2001.0,Y,N,0.0,On Plan
WO-00160,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Replacement,Planned,N,Apex Turnaround Services,2021-04-05,2021-04-09,2021-04-05,2021-04-09,36.7,38.4,7,5526.0,5740.0,897.0,897.0,Y,N,0.0,On Plan
WO-00161,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Cleaning,Discovery,N,Sterling TAR Contractors,2021-04-14,2021-04-21,2021-04-14,2021-04-23,139.7,176.1,13,23884.0,29332.0,2975.0,2975.0,Y,N,0.0,Scope Growth / Discovery
WO-00162,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Inspection,Discovery,N,In-House Maintenance,2021-04-27,2021-04-30,2021-04-27,2021-05-01,47.0,66.9,11,6811.0,9629.0,1450.0,1998.0,N,N,0.0,Scope Growth / Discovery
WO-00163,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Overhaul,Planned,N,In-House Maintenance,2021-04-21,2021-04-26,2021-04-22,2021-04-28,99.6,115.0,11,18672.0,20763.0,5145.0,5145.0,Y,N,0.0,Permit / Isolation Wait
WO-00164,TAR-2021-CDU,Crude Distillation Unit,Inspection/NDT,Inspection,Emergent,N,Sterling TAR Contractors,2021-04-15,2021-04-18,2021-04-15,2021-04-24,52.6,153.5,3,10185.0,25864.0,2408.0,3169.0,N,N,5.9,Scope Growth / Discovery
WO-00165,TAR-2021-CDU,Crude Distillation Unit,Electrical,Repair,Planned,N,Apex Turnaround Services,2021-04-21,2021-04-23,2021-04-22,2021-04-25,47.3,71.4,5,8230.0,11218.0,2366.0,2366.0,Y,N,0.0,Inspection Hold
WO-00166,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Overhaul,Planned,N,Apex Turnaround Services,2021-04-09,2021-04-25,2021-04-10,2021-04-28,140.3,160.3,2,20157.0,22832.0,1387.0,1387.0,Y,Y,0.0,Rework / Quality
WO-00167,TAR-2021-CDU,Crude Distillation Unit,Piping,Cleaning,Planned,N,Delta Mechanical Ltd,2021-04-24,2021-04-28,2021-04-25,2021-04-30,35.6,43.4,2,3752.0,4487.0,397.0,397.0,Y,N,0.0,Inspection Hold
WO-00168,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Replacement,Planned,N,Apex Turnaround Services,2021-04-19,2021-05-05,2021-04-19,2021-05-05,133.3,128.1,13,22865.0,22126.0,3930.0,3930.0,Y,N,0.0,On Plan
WO-00169,TAR-2021-CDU,Crude Distillation Unit,Piping,Inspection,Planned,N,In-House Maintenance,2021-04-28,2021-05-02,2021-04-28,2021-05-03,29.5,38.8,13,3255.0,4205.0,324.0,350.0,N,N,0.0,Material Delay
WO-00170,TAR-2021-CDU,Crude Distillation Unit,Instrumentation,Cleaning,Discovery,N,Delta Mechanical Ltd,2021-04-15,2021-04-23,2021-04-16,2021-05-02,92.8,180.5,11,14844.0,26109.0,2925.0,2925.0,Y,Y,0.0,Scope Growth / Discovery
WO-00171,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Cleaning,Planned,N,Delta Mechanical Ltd,2021-04-10,2021-04-25,2021-04-11,2021-05-02,173.6,246.6,4,27900.0,36769.0,6808.0,6808.0,Y,Y,0.0,Rework / Quality
WO-00172,TAR-2021-CDU,Crude Distillation Unit,Inspection/NDT,Repair,Planned,N,Apex Turnaround Services,2021-04-20,2021-04-23,2021-04-20,2021-04-24,39.6,46.6,12,7470.0,9022.0,1120.0,1550.0,N,N,0.0,Material Delay
WO-00173,TAR-2021-CDU,Crude Distillation Unit,Insulation,Replacement,Planned,N,Delta Mechanical Ltd,2021-04-25,2021-04-29,2021-04-26,2021-05-01,57.2,77.0,2,4385.0,5677.0,652.0,652.0,Y,N,0.0,Labor Productivity
WO-00174,TAR-2021-CDU,Crude Distillation Unit,Scaffolding,Cleaning,Planned,N,In-House Maintenance,2021-04-28,2021-05-06,2021-04-28,2021-05-06,67.8,71.4,12,7119.0,7366.0,2467.0,2467.0,Y,N,0.0,Labor Productivity
WO-00175,TAR-2021-CDU,Crude Distillation Unit,Scaffolding,Inspection,Planned,N,In-House Maintenance,2021-05-04,2021-05-14,2021-05-04,2021-05-14,118.8,109.5,7,11966.0,11341.0,3984.0,3984.0,Y,N,0.0,On Plan
WO-00176,TAR-2021-CDU,Crude Distillation Unit,Inspection/NDT,Inspection,Planned,N,In-House Maintenance,2021-04-24,2021-04-26,2021-04-25,2021-04-27,33.2,35.0,4,6565.0,6822.0,1811.0,1811.0,Y,N,0.0,Inspection Hold
WO-00177,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Cleaning,Discovery,N,Sterling TAR Contractors,2021-04-18,2021-04-24,2021-04-19,2021-04-28,77.4,120.3,11,13431.0,19456.0,2560.0,2560.0,Y,N,0.0,Scope Growth / Discovery
WO-00178,TAR-2021-CDU,Crude Distillation Unit,Insulation,Cleaning,Emergent,N,Apex Turnaround Services,2021-04-17,2021-04-19,2021-04-18,2021-04-26,28.2,113.0,13,3217.0,9461.0,1217.0,1445.0,N,Y,0.0,Scope Growth / Discovery
WO-00179,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Replacement,Planned,N,Delta Mechanical Ltd,2021-05-02,2021-06-12,2021-05-03,2021-07-10,584.1,965.8,12,98572.0,156592.0,19056.0,25114.0,N,N,0.0,Material Delay
WO-00180,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Inspection,Planned,N,Sterling TAR Contractors,2021-04-09,2021-04-15,2021-04-09,2021-04-16,64.7,70.5,12,11140.0,11935.0,2266.0,2266.0,Y,N,0.0,Inspection Hold
WO-00181,TAR-2021-CDU,Crude Distillation Unit,Valves,Repair,Discovery,N,In-House Maintenance,2021-04-20,2021-04-28,2021-04-21,2021-05-08,114.9,250.1,2,17723.0,34607.0,4195.0,5160.0,N,N,0.0,Scope Growth / Discovery
WO-00182,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Overhaul,Emergent,N,Sterling TAR Contractors,2021-04-16,2021-04-26,2021-04-17,2021-05-05,173.6,308.6,11,23478.0,40437.0,1669.0,1669.0,Y,N,0.0,Scope Growth / Discovery
WO-00183,TAR-2021-CDU,Crude Distillation Unit,Piping,Repair,Discovery,N,Sterling TAR Contractors,2021-04-05,2021-04-29,2021-04-06,2021-06-09,258.2,685.6,7,29878.0,71260.0,5178.0,5673.0,N,Y,0.0,Scope Growth / Discovery
WO-00184,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Inspection,Planned,N,Sterling TAR Contractors,2021-04-09,2021-04-23,2021-04-09,2021-04-30,244.1,368.3,10,40012.0,58930.0,4784.0,5778.0,N,N,0.0,Material Delay
WO-00185,TAR-2021-CDU,Crude Distillation Unit,Valves,Inspection,Discovery,N,Sterling TAR Contractors,2021-04-08,2021-05-03,2021-04-09,2021-05-11,250.6,324.3,7,29054.0,37047.0,1875.0,1875.0,Y,N,0.0,Scope Growth / Discovery
WO-00186,TAR-2021-CDU,Crude Distillation Unit,Electrical,Repair,Planned,N,In-House Maintenance,2021-05-02,2021-05-16,2021-05-03,2021-05-19,263.4,303.0,4,35849.0,40588.0,4325.0,4325.0,Y,N,0.0,Labor Productivity
WO-00187,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Inspection,Planned,N,Northgate Industrial,2021-04-06,2021-04-14,2021-04-07,2021-04-16,78.0,83.6,13,9902.0,10565.0,672.0,672.0,Y,N,0.0,Inspection Hold
WO-00188,TAR-2021-CDU,Crude Distillation Unit,Valves,Repair,Planned,Y,Delta Mechanical Ltd,2021-04-27,2021-05-01,2021-04-28,2021-05-03,47.142323320150375,59.0,7,6219.0,7462.0,1276.0,1276.0,Y,N,0.0,Permit / Isolation Wait
WO-00189,TAR-2021-CDU,Crude Distillation Unit,Instrumentation,Repair,Planned,N,Delta Mechanical Ltd,2021-04-22,2021-04-29,2021-04-22,2021-04-30,102.5,116.4,8,19357.0,21262.0,5309.0,5309.0,Y,N,0.0,Inspection Hold
WO-00190,TAR-2021-CDU,Crude Distillation Unit,Scaffolding,Cleaning,Planned,N,Delta Mechanical Ltd,2021-04-10,2021-04-13,2021-04-10,2021-04-14,31.7,41.2,4,3743.0,4730.0,1426.0,1718.0,N,N,0.0,Material Delay
WO-00191,TAR-2021-CDU,Crude Distillation Unit,Scaffolding,Repair,Planned,Y,In-House Maintenance,2021-04-12,2021-04-17,2021-04-12,2021-04-17,108.36443059318688,107.3,7,13058.0,12984.0,5577.0,5577.0,Y,N,0.0,On Plan
WO-00192,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Cleaning,Planned,Y,Apex Turnaround Services,2021-04-19,2021-04-25,2021-04-19,2021-04-28,115.0201835191021,173.9,13,22996.0,32126.0,6111.0,6598.0,N,N,0.0,Material Delay
WO-00193,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Inspection,Planned,N,In-House Maintenance,2021-04-05,2021-04-10,2021-04-05,2021-04-10,43.6,41.3,5,6649.0,6359.0,1149.0,1149.0,Y,N,0.0,On Plan
WO-00194,TAR-2021-CDU,Crude Distillation Unit,Piping,Inspection,Planned,Y,Apex Turnaround Services,2021-04-29,2021-05-08,2021-04-30,2021-05-11,152.68434034070395,185.7,7,20354.0,23448.0,6047.0,6047.0,Y,N,0.0,Permit / Isolation Wait
WO-00195,TAR-2021-CDU,Crude Distillation Unit,Valves,Replacement,Planned,N,Northgate Industrial,2021-04-19,2021-04-22,2021-04-19,2021-04-22,58.4,47.4,5,7140.0,5883.0,465.0,465.0,Y,N,0.0,On Plan
WO-00196,TAR-2021-CDU,Crude Distillation Unit,Instrumentation,Overhaul,Planned,N,In-House Maintenance,2021-04-16,2021-04-21,2021-04-17,2021-04-22,70.9,61.8,10,10669.0,9452.0,1189.0,1189.0,Y,N,0.0,On Plan
WO-00197,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Replacement,Planned,Y,Northgate Industrial,2021-04-11,2021-05-19,2021-04-11,2021-05-19,308.2541266370018,278.9,13,54680.0,50242.0,8077.0,8077.0,Y,N,0.0,On Plan
WO-00198,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Cleaning,Planned,N,Delta Mechanical Ltd,2021-04-06,2021-04-09,2021-04-06,2021-04-10,29.0,40.3,8,5400.0,7261.0,1055.0,1223.0,N,N,0.0,Material Delay
WO-00199,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Replacement,Discovery,N,In-House Maintenance,2021-04-16,2021-05-03,2021-04-17,2021-05-16,182.0,307.8,12,29277.0,46088.0,6982.0,8383.0,N,N,0.0,Scope Growth / Discovery
WO-00200,TAR-2021-CDU,Crude Distillation Unit,Piping,Replacement,Emergent,N,Apex Turnaround Services,2021-05-02,2021-05-14,2021-05-02,2021-05-23,122.1,213.3,5,13060.0,21948.0,1290.0,1387.0,N,N,0.0,Scope Growth / Discovery
WO-00201,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Inspection,Discovery,N,Northgate Industrial,2021-05-03,2021-05-10,2021-05-04,2021-05-16,82.0,136.5,6,10765.0,17543.0,1013.0,1310.0,N,N,0.0,Scope Growth / Discovery
WO-00202,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Rotating),Inspection,Planned,N,In-House Maintenance,2021-04-18,2021-04-20,2021-04-18,2021-04-20,32.7,35.7,4,5073.0,5508.0,336.0,336.0,Y,N,0.0,Permit / Isolation Wait
WO-00203,TAR-2021-CDU,Crude Distillation Unit,Piping,Overhaul,Planned,N,In-House Maintenance,2021-04-24,2021-05-17,2021-04-25,2021-05-18,285.3,274.1,13,31178.0,30120.0,4233.0,4233.0,Y,N,0.0,On Plan
WO-00204,TAR-2021-CDU,Crude Distillation Unit,Mechanical (Static/Vessels),Repair,Planned,N,Sterling TAR Contractors,2021-04-14,2021-04-20,2021-04-15,2021-04-22,68.7,76.0,13,9025.0,9909.0,708.0,708.0,Y,N,0.0,Permit / Isolation Wait
WO-00205,TAR-2021-CDU,Crude Distillation Unit,Piping,Overhaul,Emergent,N,In-House Maintenance,2021-04-08,2021-04-14,2021-04-09,2021-04-20,107.5,190.0,7,13467.0,21776.0,2641.0,2641.0,Y,N,0.0,Scope Growth / Discovery
